,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std,target,key
0,-242.77439161499834,67.25025630720813,-8.557771654117305,25.50682261894361,-65.25797767005236,14.100755530076563,-31.167128256439504,-20.556522510320804,-19.439463950105402,4.658428745833662,-6.318139969302715,-4.206183315577907,0.12970468308776617,50.56363235639664,31.82800154278607,42.1200857023851,31.757634868559354,18.835889002399018,18.735281471971646,12.182450877321763,11.502355438771184,9.163012846130957,12.213603800731482,8.637584060328745,10.78658397653717,0.06873391625793052,-0.8085920248004426,5.2636147212071736,-3.514582433845374,-2.2645055316521927,1.607676486328234,0.1039405206600411,0.9599899698267185,1.494296121859455,0.6730730451037373,-0.5164346699911169,0.5283364175780495,-1.705792257159989,-0.0014630742371082306,23.416390061213818,14.820331443920008,15.489812619434234,10.118091073234195,11.737416270560965,8.650063600786218,8.451236249818363,6.639319927048968,4.6170654040535455,7.4466907267012346,4.4472678410072035,7.025067050936237,0.028692054686817983,-1.8554733068865328,1.4015055547584874,1.8143349780740001,-0.1444867749300488,1.1292164064943273,-1.1810426333743012,0.11446722221913082,-0.30305863078015904,-0.04943611725437987,-0.371134587122747,-0.28341358762912017,0.6699255621567356,-8.311888409985436e-05,15.974138720566643,11.019931775058746,8.865544074373515,9.332591969139463,9.329450410381524,5.506268126915664,8.19610018335365,6.203131589882706,4.317310600164948,7.776905655726693,4.338736417643995,6.8574383075299545,0.021900775806437227,0,Nene Sin Ruido.wav
1,-149.95951949700157,68.35486484994217,-40.39790415194902,-2.4055875414835897,-47.94597190318503,20.296228240259595,-28.51740924254579,-5.992688523513406,-15.469926098229692,-0.1323541230499214,-21.214348658639025,13.625938589826216,0.21429651472717523,92.76581227738673,48.75623165715154,42.551955878555646,18.16333626259172,19.687219678914413,17.483677814402707,11.974201466396195,10.436908370467844,7.263284055242695,11.732870755115862,8.040020425593125,11.384128844929839,0.07629779757589851,3.5021686344364955,-4.60565569320391,-3.186429304017711,2.350164474287663,1.6348209088443177,0.29316726334900495,-1.6238553417665365,1.4059299696718341,0.29310709469099866,1.2648666005358487,-0.11479179641951114,-0.9394656663862874,-0.004557789744515168,39.79948643941033,20.543694448175607,18.158638678697645,7.501637150918991,9.282494893135325,7.416877499955059,7.622513170518857,5.799933214042333,5.60855766378532,6.019873240352637,4.817073473462856,6.966296884789977,0.030493168936181,-4.861554026585945,2.0954854952807924,2.9097836764439733,0.976914319997268,2.142416554177451,-1.0896406264655911,0.5409739509021537,0.6966382621413433,-0.17170923062403473,-0.001966735628058775,0.10810214421273301,-0.95123158841571,-0.00221890728506777,17.573486133243126,11.929005351195812,10.37840828729989,8.089836318821861,7.093784081647924,4.542233386365975,7.6117384120480525,6.235923350211458,6.503372864245687,4.750250091468822,5.091067351607467,6.254044003180932,0.016779312857060583,1,Nene Sin Ruido.wav
2,-357.5020037341633,105.87704908644945,35.68012019583122,4.833755458589793,-37.86925125376544,1.2799625451945555,-33.21088941013452,2.2717121984995847,-23.682738610031215,-7.639470431249629,-19.38275186461157,-6.3054319298409105,0.08511104411445558,41.98408494192402,8.437978003374875,22.79425251517452,8.390393550928504,14.022791159426406,8.131542262352758,5.553528227952104,13.20794180486752,13.72748886710059,4.038027323267374,7.107575089470266,9.511737659043217,0.019571370040666444,-10.236770037158632,-1.229074803511535,0.3104151981890167,-0.504225047358897,1.55871437682229,2.3158609193451554,-0.1977783192542527,0.9280663785443274,2.567574510111399,0.3588839643990965,-1.6118800073712647,-2.0222905945661256,-0.001070349415143331,26.027270242903597,6.665090863259824,14.39836468555821,7.558210840136793,8.75361601374914,5.228978849671499,5.893588543718647,8.193235047558412,5.381222914656389,3.804118510459427,5.299454381668915,3.3863286488101285,0.009044969063233037,0.07759147765581328,0.2082740618223653,1.0066398604654903,1.4215849982802318,1.8361318383679666,0.20061235729661067,-0.49628270829620724,-0.15241296741798488,0.6524681258147395,0.3376882587134219,-0.2580430248138634,-0.5723748980961961,-0.000470062717795372,23.686650714702484,8.404318152187333,13.900319820290836,8.213836466143851,8.168449360344333,5.601307300490404,8.745622903435931,8.701908094126155,5.76375461967371,5.356456282789653,6.704560513342697,4.324272545238843,0.00510474048232825,2,Nene Sin Ruido.wav
3,-236.51365298184373,38.73764520063859,27.419188481581447,66.73889875123717,-73.55246376659606,4.248446759271048,-25.058784747855654,-22.99653273676682,-21.110241624412744,2.037845229381601,-19.237117470488496,-4.200062599481035,0.1544409315837057,71.4228840681783,23.13222617006558,22.54396268974103,12.843692502909832,20.585912578751156,21.96845112733523,8.398679077463523,7.3682459314394535,11.308024879113844,8.967439810340533,6.844362865543816,11.516724643527283,0.04876581013147841,-10.583865774741781,5.69789316108059,2.515320089395927,1.7436588696255626,-1.2203618294209297,2.444401569414317,0.31577184680225084,-1.0000161425641072,1.7592565913421714,-0.7041784910420332,0.2632740603812136,-0.1797151872362307,-0.005266699526045058,26.32153090006754,14.408072387739047,15.553370311824489,8.937941860748658,12.369207826150495,7.37255263748304,5.459061247304109,5.442398134075544,6.501251364327967,5.554148285988683,3.9044132255501407,5.743724967063376,0.024063697853007045,-3.4988235328733346,-0.9600943034194782,0.7802211697115934,0.41356568754035883,2.742913378473853,1.10360630981899,0.361815165709017,-0.5013581331111889,-0.47953043648452603,-1.2346586353052709,-0.6820135551703933,0.47329553128299745,-0.0033306707354152903,20.05209507067254,12.906783632740401,14.522558859101942,9.732480434723485,9.243863267044762,6.821131300301842,6.0915010819723925,6.828201087682012,8.717136732615934,5.405049432023618,3.9650906079087984,5.607958118284362,0.019800540770632747,3,Nene Sin Ruido.wav
4,-182.60723172969196,83.6631368044727,-20.164039486303988,1.4041035244879327,-64.63772519141168,11.16969218899689,-31.937870621831177,-16.58760963308455,-18.29121108754839,0.8758954914231732,-7.638239709744986,7.27018341233688,0.27812937257642095,41.4867436472885,13.378137139417616,18.269114979471787,18.335238690873858,29.79489540858601,20.42369868056868,9.308457600868275,5.490095697707155,7.965917367053884,8.482161979864,7.374704872829295,5.507229433652455,0.12616956665902557,-5.191979148427402,2.7393223204382897,1.4425943661347878,0.6654344357155223,0.7992236316332144,-0.10313692249077633,0.77386663202691,0.06517926584332978,0.6085946109093365,1.0832086813933042,0.44743772713089625,-0.06355632868994007,-0.001790744030759448,21.210883916626276,13.434610126597496,11.574244161844058,6.978838162033723,12.097677193045843,8.578448775323498,6.499123875912867,4.61263785115563,4.79199508786106,6.53900935361314,3.8859984537642442,3.524443861764139,0.053214006985997035,-1.585764180054079,-2.3484592693595587,-0.18655340620074873,1.0899554353096819,2.086441289084907,0.5178044346001567,-0.06330899103053422,-0.1543517002506138,-0.10241348746954762,0.3374021568989904,-0.07195302074364895,-0.49274055743356027,-0.003697941266000271,17.177514278244374,12.75202750675957,9.962155518289224,4.812169026940651,4.230661996467991,7.69020476717834,5.662549855954616,5.9112541853881355,5.87597775036254,6.6658427720251305,4.997735644270424,3.920200530395285,0.029366387649649932,4,Nene Sin Ruido.wav
5,-182.8350986506468,60.43795581586285,-55.8179897231506,7.542280574042115,-51.84225311698407,5.821243378833961,-23.71306276382631,-5.08469020757417,-6.034498441481648,5.65845447887894,-30.743717264267413,2.68051626326859,0.17141905718523523,86.18381698133923,24.514051753411533,53.58919868259882,28.705079535184083,16.479299208699935,15.587164614641956,12.145690903491966,11.877385151843033,5.677847712118863,5.831682334310586,12.052122881205017,6.133468384024025,0.06655633243994813,-8.372126983192041,1.5189725909134781,3.997028839021134,3.106443817021035,-1.0674867154168226,-0.12457409891528642,1.263556455760803,-0.24393978495783566,0.3877607461282274,0.0316933489380042,-0.9368128927776435,-0.6320521154841819,-0.0030519234185869045,25.594227783082317,14.815269121448654,16.77324404212164,5.641051430877799,7.8043837527314315,7.322474462799918,5.922392677934211,5.250637413803047,3.9313940470808717,5.073947293537137,6.6138690818387875,3.990406200128018,0.02324621313061758,-2.4848311651035595,-0.37203561789679424,1.7114316043050462,0.07554436351384806,1.333301321767875,-0.5379430034527337,-0.13326546869731165,0.4516305254317504,-0.09896336940705254,-0.6569127217975396,0.509770635512422,0.08526854081395176,-0.0019202519740377153,14.559324890721062,13.88996945477191,10.540506091115569,6.894931677276521,6.438987668436112,6.511063579321147,4.731295707028657,5.0010416070331525,4.609171477566803,5.141401939206421,6.245721075960355,3.999446355499164,0.01400370931699284,5,Nene Sin Ruido.wav
6,-317.9862749050768,60.31075526351795,59.1672542965351,70.94745064367956,-74.91780972266203,-10.661486811743467,-8.81568813077928,-26.152039428881388,-25.875243765154668,5.838807152530883,-13.840932838550245,-16.108310742908102,0.07897938521845001,59.18489879057695,32.371447740812265,9.229521938566112,3.739863558880312,20.936664674332867,18.01169946050613,8.450625547716543,10.110386071533211,9.396060977382438,4.215799602366432,5.827767589518292,4.377962789661405,0.02003239771937293,-27.478196787447178,12.869874069302094,0.1959485123262207,-0.294092961165461,2.161125019454616,8.704008035205376,3.650373040145643,2.491298044248959,3.9323664090166126,0.10755963319642725,-2.4819896905204852,-0.7213977102235459,-0.008517537266016006,30.641441493584452,17.165543958712735,9.10934508490477,4.6101693132397985,21.01485976082194,7.8552386664442935,4.211947859037094,8.729965831606458,5.549800921510049,4.7932829980531775,3.696987168800288,3.8730790655863507,0.010997842615912938,-12.046185962236303,7.95640434574302,3.5494823934089226,-1.575658379016005,10.4642680866401,-0.4169014450094636,0.8058748031358561,-4.351122606476123,3.1261851714969344,-0.14672482657743435,0.2442337427695543,1.6452785991461767,-0.005310774594545364,22.822738981227324,8.387519222025004,7.764829721795968,6.459653989909909,11.59445205514987,10.876476583431261,4.546679254990114,9.728274890527906,1.3005539521817593,6.768167330926871,5.219834975509579,3.436057205863999,0.005539592763409409,6,Nene Sin Ruido.wav
7,-211.14436763875355,36.09438398458951,-6.1840963140050205,43.32884204337019,-60.633459531103526,-18.011437398731324,-21.74343341207618,-7.678222318020549,-37.07273964429434,14.718957878352601,-17.735419800669597,8.426096533067376,0.13866736069321633,61.337173299173266,35.392928765046065,25.89206142516265,17.137889788691435,21.497816661431486,10.36967368286981,8.449861905898958,9.45128788787053,5.847205098511658,10.809578043001602,8.004970612371583,13.79591364257693,0.045040532226712185,-2.0066020981517214,8.343779511890226,-2.854635429955838,1.3137166679889665,-0.2141336882032783,1.4143268726464127,-0.867574636554857,-0.2970477306779485,0.7231862164385037,0.4206443657818929,0.39512686361382643,-2.7413778527758446,-0.0008985504115882673,29.10551072728619,18.456315678464318,10.753128842396395,11.635308974224845,11.896340915659675,6.304061608758467,5.926735008411017,6.5391952768249455,6.132938682321904,5.48464700165317,4.644044866701957,4.4166962305271635,0.020383891331247992,-3.5423344488558732,-2.6642853675935796,-0.984464357151947,-1.6681306527487871,0.6639912667094604,1.2930495710622703,0.7076569566745454,-0.48759070758921363,-0.5123555998699152,-0.22420328989113023,-0.16384273323219053,-0.004527419440296911,-0.002605507771174113,19.953564596419312,17.30749189136632,11.680365381026952,12.184756848863922,10.017332889085136,6.8543526346739405,6.014800988674725,7.28165664109069,6.413154107378896,5.0225468259993455,4.749516249486364,4.945691714362403,0.012594302779493121,7,Nene Sin Ruido.wav
8,-203.4349998722368,15.35668210644037,14.925669615101876,59.924587749666344,-94.1694336268853,-9.746992797715913,-29.1513243663132,-11.14338465037117,-34.0869981158843,24.88297336171588,-24.646009412019705,6.80486235626407,0.13633237133423487,72.56888911974424,22.992848920270514,22.261639764231287,7.268151219532822,13.09130333136374,17.731049135229576,5.342504815706738,11.115368355840442,9.437577701688248,8.732274844138137,8.60849809495968,9.923267448004133,0.05145051102581804,-16.33003480453949,-0.5174557359631606,4.219295542147958,1.5060844696365427,3.701178019199182,3.3611296438632965,0.8035283222992052,-0.8587503885443645,0.9028773743585786,-0.9516557189491205,-1.1814499878172484,-2.023558470054389,-0.0030640230647155215,33.619158847866906,11.854713336103595,7.118818494183299,6.485495966326891,8.649313907295618,5.173537857372786,3.259494973427109,5.748296459980211,5.073556914785174,4.410856660238518,4.523176803591757,5.034301824481635,0.02286541042914016,-8.622941695973314,0.7392406420753724,1.7980676355703447,0.21557060943735762,2.182158682419687,-0.22397280538999345,0.25130363295075797,0.0665790909271955,0.8117505854734716,-0.6795931373886017,0.8726309622247537,-0.8931255027490763,-0.002749729041869824,16.39450959099295,10.395072401439066,5.632961853380615,7.368614218646159,6.0464692062039616,5.489518108297053,3.4992440269991842,6.066383610382603,4.150679066013663,3.8404995718372437,3.73537123547267,5.241942617898732,0.011864242624530402,8,Nene Sin Ruido.wav
9,-184.660764423598,86.49293461866289,-65.88234097207602,33.567481154161605,-14.360729026566515,1.246614462751051,-22.25025394541247,-2.0182960477455034,-28.889921681387403,-0.9125911926688665,-12.705366297088025,15.818147503279283,0.07082148920744658,85.25494242905852,35.38468204547315,54.292976505660135,26.031175481252355,7.795797647633263,17.265499010580605,14.206070410599324,10.035817255130846,3.7169785521206267,11.116364786185716,8.043350802561287,13.427661434559791,0.015509975003565258,12.272939481474145,-1.8794247978729508,-9.00633103779805,-4.648571737706527,0.4493443023197322,3.9196673401065993,-2.339026077429106,0.4894644784104885,0.4831558512867899,-2.172713453455923,0.31366501134665575,3.299321823192514,-0.00039507211609320206,44.07842327207449,20.818827261873587,26.183517401731926,16.94238680071104,5.387932522120815,9.20871031838508,7.953719811057061,10.571140980614674,5.277279451735636,7.548818498153184,5.543790375850529,6.62084445364391,0.00964154327795988,-2.7452721243458056,3.314634127783948,4.987230673552768,-0.15618920291944144,-0.1594942886919995,1.365854435563889,0.23646970194549546,-0.051923302736875954,0.9847864888037499,0.4843561645313638,1.3111457793886443,-0.9458229213458356,0.000362134724855423,41.11794488350616,14.119251130433033,18.725560624252964,22.17344811981756,7.551054396340993,12.815146314433823,9.918571442587455,15.831603107119955,8.128798214505922,9.924012730750514,4.928098682190321,6.839497004939341,0.007760248751515609,9,Nene Sin Ruido.wav
